step,days,C,P,E,N,H,R,total
1250,0.868056,638,232,118,74,175,39,1276
1251,0.86875,638,232,118,74,175,39,1276
1252,0.869444,638,232,118,74,175,39,1276
1253,0.870139,638,232,118,74,175,39,1276
1254,0.870833,638,232,118,74,175,39,1276
1255,0.871528,638,232,118,74,175,39,1276
1256,0.872222,638,232,118,74,175,39,1276
1257,0.872917,638,232,118,74,175,39,1276
1258,0.873611,638,232,118,74,175,39,1276
1259,0.874306,639,232,118,74,175,39,1277
1260,0.875,639,232,118,74,174,39,1276
1261,0.875694,639,232,118,74,174,39,1276
1262,0.876389,639,231,118,74,174,39,1275
1263,0.877083,639,231,118,74,174,39,1275
1264,0.877778,639,231,118,74,174,39,1275
1265,0.878472,639,231,118,74,174,39,1275
1266,0.879167,639,231,118,74,174,39,1275
1267,0.879861,639,231,118,74,174,39,1275
1268,0.880556,639,231,118,74,174,39,1275
1269,0.88125,639,230,118,74,174,39,1274
1270,0.881944,639,230,118,74,174,39,1274
1271,0.882639,639,230,118,74,174,39,1274
1272,0.883333,639,230,118,74,174,39,1274
1273,0.884028,640,230,118,74,174,39,1275
1274,0.884722,640,230,118,74,174,39,1275
1275,0.885417,640,230,118,74,174,39,1275
1276,0.886111,640,230,118,74,174,39,1275
1277,0.886806,640,230,118,74,174,39,1275
1278,0.8875,640,230,118,74,174,39,1275
1279,0.888194,640,230,118,74,174,39,1275
1280,0.888889,640,230,118,74,174,39,1275
1281,0.889583,640,230,118,74,174,39,1275
1282,0.890278,640,230,118,74,174,39,1275
1283,0.890972,640,230,118,74,174,39,1275
1284,0.891667,640,230,118,74,174,39,1275
1285,0.892361,640,230,118,74,174,39,1275
1286,0.893056,640,230,118,74,174,39,1275
1287,0.89375,640,230,118,74,174,39,1275
1288,0.894444,640,230,118,74,174,39,1275
1289,0.895139,640,230,118,74,174,39,1275
1290,0.895833,640,230,118,74,174,39,1275
1291,0.896528,640,230,118,74,174,39,1275
1292,0.897222,640,230,118,74,174,39,1275
1293,0.897917,640,230,118,74,174,39,1275
1294,0.898611,641,230,118,74,174,39,1276
1295,0.899306,641,230,118,74,174,39,1276
1296,0.9,641,230,118,74,174,39,1276
1297,0.900694,641,230,118,74,174,39,1276
1298,0.901389,641,230,118,74,174,39,1276
1299,0.902083,641,230,118,74,174,39,1276
1300,0.902778,641,230,118,74,174,39,1276
1301,0.903472,641,230,118,74,174,39,1276
1302,0.904167,641,230,118,74,174,39,1276
1303,0.904861,641,230,118,74,174,39,1276
1304,0.905556,641,230,118,74,174,39,1276
1305,0.90625,641,230,118,74,174,39,1276
1306,0.906944,641,230,118,74,174,39,1276
1307,0.907639,641,231,118,74,174,39,1277
1308,0.908333,642,231,118,74,174,39,1278
1309,0.909028,642,231,118,74,174,39,1278
1310,0.909722,642,231,118,74,174,39,1278
1311,0.910417,642,231,118,74,174,39,1278
1312,0.911111,642,231,118,74,174,39,1278
1313,0.911806,642,231,118,74,173,39,1277
1314,0.9125,643,231,118,74,173,39,1278
1315,0.913194,643,231,118,74,173,39,1278
1316,0.913889,643,231,118,74,173,39,1278
1317,0.914583,643,231,118,74,173,39,1278
1318,0.915278,643,231,118,74,173,39,1278
1319,0.915972,643,231,118,74,173,39,1278
1320,0.916667,643,231,118,74,173,39,1278
1321,0.917361,643,231,118,74,173,39,1278
1322,0.918056,643,231,118,74,173,39,1278
1323,0.91875,643,231,118,74,173,39,1278
1324,0.919444,643,231,118,74,173,39,1278
1325,0.920139,643,231,118,74,173,39,1278
1326,0.920833,643,231,118,74,173,39,1278
1327,0.921528,643,231,118,74,173,39,1278
1328,0.922222,643,231,118,74,173,39,1278
1329,0.922917,643,231,118,74,173,39,1278
1330,0.923611,643,231,118,74,173,39,1278
1331,0.924306,643,231,118,74,174,39,1279
1332,0.925,643,231,118,74,174,39,1279
1333,0.925694,643,231,118,74,174,39,1279
1334,0.926389,643,231,118,74,174,39,1279
1335,0.927083,643,231,118,74,174,39,1279
1336,0.927778,643,231,118,74,174,39,1279
1337,0.928472,643,230,118,74,174,39,1278
1338,0.929167,643,230,118,74,174,39,1278
1339,0.929861,643,230,118,74,174,39,1278
1340,0.930556,643,230,118,74,174,39,1278
1341,0.93125,643,230,118,74,174,39,1278
1342,0.931944,643,230,118,74,174,39,1278
1343,0.932639,643,230,118,74,174,39,1278
1344,0.933333,643,230,118,74,174,39,1278
1345,0.934028,643,230,118,74,174,39,1278
1346,0.934722,643,230,118,74,174,39,1278
1347,0.935417,643,230,118,74,174,39,1278
1348,0.936111,643,230,118,74,174,39,1278
1349,0.936806,643,230,118,74,174,39,1278
1350,0.9375,643,230,118,74,174,39,1278
1351,0.938194,643,230,118,74,174,39,1278
1352,0.938889,643,230,118,74,174,39,1278
1353,0.939583,643,230,118,74,174,39,1278
1354,0.940278,643,230,118,74,174,39,1278
1355,0.940972,643,230,118,74,174,39,1278
1356,0.941667,643,230,118,74,174,39,1278
1357,0.942361,643,228,118,74,174,39,1276
1358,0.943056,643,228,118,74,174,39,1276
1359,0.94375,643,228,118,74,174,39,1276
1360,0.944444,643,228,118,74,174,39,1276
1361,0.945139,643,228,118,74,174,39,1276
1362,0.945833,643,228,118,74,174,39,1276
1363,0.946528,643,228,118,74,174,39,1276
1364,0.947222,643,228,118,74,174,39,1276
1365,0.947917,643,228,118,74,174,39,1276
1366,0.948611,643,228,118,74,174,39,1276
1367,0.949306,643,228,118,74,174,39,1276
1368,0.95,643,228,118,74,174,39,1276
1369,0.950694,643,228,118,74,174,39,1276
1370,0.951389,643,228,118,74,174,39,1276
1371,0.952083,643,228,118,74,174,39,1276
1372,0.952778,643,228,118,74,174,39,1276
1373,0.953472,643,228,118,74,174,39,1276
1374,0.954167,643,228,118,74,174,39,1276
1375,0.954861,643,228,118,74,174,39,1276
1376,0.955556,643,228,118,74,174,39,1276
1377,0.95625,643,228,118,74,174,39,1276
1378,0.956944,643,228,118,74,174,39,1276
1379,0.957639,643,228,118,74,174,39,1276
1380,0.958333,643,228,118,74,174,39,1276
1381,0.959028,643,228,118,74,174,39,1276
1382,0.959722,643,228,118,74,174,39,1276
1383,0.960417,643,228,118,74,174,39,1276
1384,0.961111,643,228,118,74,174,39,1276
1385,0.961806,643,228,118,74,174,39,1276
1386,0.9625,643,228,118,74,174,39,1276
1387,0.963194,643,228,118,74,174,39,1276
1388,0.963889,643,228,118,74,174,39,1276
1389,0.964583,643,228,118,74,174,39,1276
1390,0.965278,643,228,118,74,174,39,1276
1391,0.965972,643,228,118,74,174,39,1276
1392,0.966667,643,228,118,74,174,39,1276
1393,0.967361,643,228,118,74,174,39,1276
1394,0.968056,643,228,118,74,174,39,1276
1395,0.96875,643,228,118,74,174,39,1276
1396,0.969444,643,227,118,74,174,39,1275
1397,0.970139,643,227,118,74,174,39,1275
1398,0.970833,643,227,118,74,174,39,1275
1399,0.971528,644,227,118,73,174,39,1275
1400,0.972222,644,227,118,73,174,39,1275
1401,0.972917,645,227,118,73,174,39,1276
1402,0.973611,645,227,118,73,174,39,1276
1403,0.974306,646,227,118,73,174,39,1277
1404,0.975,646,227,118,73,174,39,1277
1405,0.975694,646,228,118,73,174,39,1278
1406,0.976389,646,228,118,73,174,39,1278
1407,0.977083,646,228,118,73,174,39,1278
1408,0.977778,646,228,118,73,174,39,1278
1409,0.978472,646,228,118,73,174,39,1278
1410,0.979167,647,228,118,73,174,39,1279
1411,0.979861,647,228,118,73,174,39,1279
1412,0.980556,647,228,118,73,174,39,1279
1413,0.98125,647,228,118,73,174,39,1279
1414,0.981944,647,228,118,73,174,39,1279
1415,0.982639,647,228,118,73,174,39,1279
1416,0.983333,647,228,118,73,174,39,1279
1417,0.984028,647,228,118,73,174,39,1279
1418,0.984722,647,228,118,73,174,39,1279
1419,0.985417,647,228,118,73,174,39,1279
1420,0.986111,647,228,118,73,174,39,1279
1421,0.986806,647,228,118,73,174,39,1279
1422,0.9875,647,228,118,73,174,39,1279
1423,0.988194,647,228,118,73,174,39,1279
1424,0.988889,647,228,118,73,174,39,1279
1425,0.989583,647,228,118,73,174,39,1279
1426,0.990278,647,228,118,73,174,39,1279
1427,0.990972,647,228,118,73,174,39,1279
1428,0.991667,647,228,118,73,174,39,1279
1429,0.992361,647,228,118,73,174,39,1279
1430,0.993056,647,228,118,73,174,39,1279
1431,0.99375,647,228,118,73,174,39,1279
1432,0.994444,647,228,118,73,174,39,1279
1433,0.995139,647,227,118,73,174,39,1278
1434,0.995833,647,227,118,73,174,39,1278
1435,0.996528,647,227,118,73,174,39,1278
1436,0.997222,647,227,118,73,174,39,1278
1437,0.997917,647,226,118,73,174,39,1277
1438,0.998611,647,226,118,73,174,39,1277
1439,0.999306,647,226,118,73,174,39,1277
1440,1,647,226,118,73,174,39,1277
1441,1.00069,647,226,118,73,174,39,1277
1442,1.00139,647,226,118,73,174,39,1277
1443,1.00208,647,226,118,73,174,39,1277
1444,1.00278,647,226,118,73,174,39,1277
1445,1.00347,647,226,118,73,174,39,1277
1446,1.00417,647,226,118,73,174,39,1277
1447,1.00486,647,226,118,73,175,39,1278
1448,1.00556,647,226,118,73,175,39,1278
1449,1.00625,647,226,118,73,175,39,1278
1450,1.00694,647,226,118,73,175,39,1278
1451,1.00764,647,226,118,73,175,39,1278
1452,1.00833,647,226,118,73,175,39,1278
1453,1.00903,647,226,118,73,175,39,1278
1454,1.00972,647,226,118,73,175,39,1278
1455,1.01042,648,226,118,73,175,39,1279
1456,1.01111,648,226,118,73,175,39,1279
1457,1.01181,648,226,118,73,175,39,1279
1458,1.0125,648,226,118,72,175,39,1278
1459,1.01319,648,226,118,72,175,39,1278
1460,1.01389,648,226,118,72,175,39,1278
1461,1.01458,648,226,118,72,175,39,1278
1462,1.01528,648,226,118,72,175,39,1278
1463,1.01597,648,226,118,72,175,39,1278
1464,1.01667,648,226,118,72,175,39,1278
1465,1.01736,648,226,118,72,175,39,1278
1466,1.01806,648,226,118,72,175,39,1278
1467,1.01875,648,226,118,72,175,39,1278
1468,1.01944,648,226,118,72,175,39,1278
1469,1.02014,648,226,118,72,175,39,1278
1470,1.02083,648,226,118,72,175,39,1278
1471,1.02153,648,226,118,72,175,39,1278
1472,1.02222,648,226,118,72,175,39,1278
1473,1.02292,648,226,118,72,175,39,1278
1474,1.02361,648,226,118,72,175,39,1278
1475,1.02431,648,226,118,72,175,39,1278
1476,1.025,648,226,118,72,175,39,1278
1477,1.02569,649,226,118,72,175,39,1279
1478,1.02639,649,226,118,72,175,39,1279
1479,1.02708,649,226,118,72,175,39,1279
1480,1.02778,649,226,118,72,175,39,1279
1481,1.02847,649,226,118,72,175,39,1279
1482,1.02917,649,226,118,72,175,39,1279
1483,1.02986,649,226,118,72,175,39,1279
1484,1.03056,649,226,118,72,175,39,1279
1485,1.03125,649,226,118,72,175,39,1279
1486,1.03194,649,226,118,73,175,39,1280
1487,1.03264,649,226,118,73,175,39,1280
1488,1.03333,649,227,118,73,175,39,1281
1489,1.03403,649,227,118,73,175,39,1281
1490,1.03472,649,227,118,73,175,39,1281
1491,1.03542,649,227,118,73,175,39,1281
1492,1.03611,649,227,118,73,175,39,1281
1493,1.03681,649,227,118,73,175,39,1281
1494,1.0375,649,227,118,73,175,39,1281
1495,1.03819,649,227,118,73,175,39,1281
1496,1.03889,650,227,118,73,175,39,1282
1497,1.03958,650,227,118,73,175,39,1282
1498,1.04028,650,227,118,73,175,39,1282
1499,1.04097,650,226,118,73,175,39,1281
